array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
53120;4.6710000038;46597;1800;33;424960;987607040000;25196470
53248;4.4150004387;41841;1530;26;425984;992372326400;25088664
53376;4.6600003242;41611;1411;24;427008;997149081600;24934546
53504;4.4990000725;58955;2123;21;428032;1001937305600;27004745
53632;4.4240002632;46132;1654;20;429056;1006736998400;25493531
53760;5.2500004768;52738;2022;21;430080;1011548160000;26484948
53888;5.3080000877;43092;1345;18;431104;1016370790400;25276792
54016;4.8320002556;52538;1889;14;432128;1021204889600;26187781
54144;4.5470004082;46532;1801;24;433152;1026050457600;25789374
54272;4.6560001373;41676;1363;20;434176;1030907494400;25119118
54400;4.8730001450;54676;1737;26;435200;1035776000000;26706350
54528;5.2600002289;43293;1570;25;436224;1040655974400;25395752
54656;4.7920002937;45158;1495;28;437248;1045547417600;25879798
54784;4.9870004654;40858;1441;20;438272;1050450329600;25346956
54912;4.7030000687;41972;1258;23;439296;1055364710400;25329568
55040;4.7160000801;47015;1411;28;440320;1060290560000;26165772
55168;5.3650002480;57133;1837;16;441344;1065227878400;27400490
55296;4.7680001259;43232;1658;25;442368;1070176665600;25700869
55424;4.6340003014;44652;1534;24;443392;1075136921600;26064040
55552;4.8540000916;45230;1623;15;444416;1080108646400;26080430
55680;4.8660001755;46294;1361;28;445440;1085091840000;26281785
55808;5.0220003128;45402;1466;23;446464;1090086502400;26432644
55936;4.4869999886;48852;1930;26;447488;1095092633600;26837157
56064;4.5270004272;42845;1641;27;448512;1100110233600;25857784
56192;4.8700003624;43946;1507;20;449536;1105139302400;26335459
56320;4.8790001869;51333;1522;24;450560;1110179840000;27129558
56448;4.7060003281;43639;1559;26;451584;1115231846400;26177239
56576;5.4160003662;46248;1415;21;452608;1120295321600;26792685
56704;5.0120000839;49835;1584;19;453632;1125370265600;27086687
56832;4.6530003548;42879;1281;36;454656;1130456678400;26502841
56960;4.8070001602;47752;1487;20;455680;1135554560000;26909848
57088;4.9980001450;47665;1496;31;456704;1140663910400;27052665
57216;5.0400004387;49193;1908;31;457728;1145784729600;27275652
57344;4.7350001335;44137;1734;30;458752;1150917017600;26800310
57472;5.0150003433;54161;1950;18;459776;1156060774400;27821178
57600;4.8330001831;52247;1524;23;460800;1161216000000;27613466
57728;4.6180000305;50632;1501;31;461824;1166382694400;27704032
57856;7.1920003891;47181;2102;30;462848;1171560857600;27272820
57984;5.7440004349;51964;1760;30;463872;1176750489600;27884107
